SubmitTime,WaitTime,AverageCPUTimeUsed,Used Memory,ReqTime: ,ReqMemory,Status,UserID,RunTime 
0.6037052162375662,9.925243069202764e-07,4.812059019903879e-05,0.030676173385918545,1.0,0.6445497630331753,0.0,0.5555555555555556,0.0003321667951835815
0.3875820413874615,0.0016595006411707022,9.022610662319774e-05,0.02960807069618174,1.0,0.6445497630331753,0.0,0.6111111111111112,0.021851829883148467
0.36565530017016395,0.0,0.12558271027194148,0.23745061882270982,1.0,0.6445497630331753,0.0,0.6111111111111112,0.12997212171540423
0.4063424567273488,0.0534821722783991,0.00036090442649279095,0.03426843220024201,1.0,1.0,0.0,0.6111111111111112,0.03692982976451747
0.5762226366790887,0.008947606626886293,0.19760118857857792,0.23865244070544303,1.0,0.6445497630331753,0.0,0.1111111111111111,0.20074737528916306
0.6037949778680503,0.0,4.812059019903879e-05,0.00855142493483253,1.0,0.6445497630331753,0.0,0.5555555555555556,0.00037961919449552167
0.7069474329151051,0.01941973058920213,0.20692455292964168,0.24564215753441618,1.0,0.6445497630331753,0.0,0.5555555555555556,0.20591375526425054
0.49109280015550344,0.00947959965539556,0.03675210076451588,0.2448563509187829,0.611737089201878,0.6445497630331753,0.0,0.6666666666666666,0.037606026454712616
0.5011975515091409,0.0013944966512229884,0.04128746639077528,0.23823642543834306,0.611737089201878,0.6445497630331753,0.0,0.6666666666666666,0.04140814994958183
0.5324345989175905,0.01654438767205409,0.24785712996769904,0.24545726186014954,1.0,0.6445497630331753,0.0,0.6111111111111112,0.261931312651996
0.5998801041078534,0.00029180214623456127,4.210551642415894e-05,0.02860104961312231,1.0,0.6445497630331753,0.0,0.5555555555555556,0.00048638709294738716
0.5653511192720175,0.03254288697530203,1.2030147549759698e-05,0.016084272806963965,1.0,0.6445497630331753,0.0,0.1111111111111111,0.02139510053977104
0.5574416574813466,0.002587510868141161,0.13655420483732233,0.2616636978804682,0.29882629107981223,0.6445497630331753,0.0,0.8333333333333334,0.1372204757103031
0.6014339655038548,9.925243069202764e-07,4.210551642415894e-05,0.02884042347712824,1.0,0.6445497630331753,0.0,0.5555555555555556,0.0004092769440654843
0.3813584249930157,9.925243069202764e-07,0.15186256759439154,0.2382595373976264,1.0,0.6445497630331753,0.0,0.6111111111111112,0.17030666113055343
0.6854445182814651,0.00470357269049519,0.2410119760118858,0.2457147951207352,1.0,0.6445497630331753,0.0,0.5555555555555556,0.24682958657097098
0.685712122097085,0.0689893720497215,0.270690350017143,0.254286030306382,1.0,0.6445497630331753,0.0,0.5555555555555556,0.27281570674417227
0.641868608833123,0.03907667448775821,0.20934261258714337,0.7247035478508355,1.0,1.0,0.0,0.5555555555555556,0.2386440476896613
0.6114793318763488,0.0,4.210551642415894e-05,0.026474749359055843,1.0,0.6445497630331753,0.0,0.5,0.005741740316744765
0.5023752428665893,0.002772120389228332,0.0002345878772203141,0.03717558650723817,1.0,0.6445497630331753,0.0,0.6111111111111112,0.000990568835636752
0.5141565741519813,9.925243069202764e-07,0.0002345878772203141,0.08008293891674247,1.0,0.6445497630331753,0.0,0.6111111111111112,0.0010498843347766771
0.5861195601461175,0.0,0.00018045221324639548,0.024171807701895347,1.0,0.6445497630331753,0.0,0.1111111111111111,0.010979298890800166
